2023-10-30 02:36:19: [TRADE] server=1 source=10558_caytdc srcPlayer=204542 target=8011_aaaaa6 dstPlayer=203453 in= out=-100:20000 map=23 sviplevel=0 tviplevel=0 sexp=171.255.114.12 texp=103.249.22.97 friendDegree=0
2023-10-30 02:57:02: [TRADE] server=1 source=10572_caytdc1 srcPlayer=205065 target=2795_aaaaa1 dstPlayer=202150 in= out=-100:20000 map=23 sviplevel=0 tviplevel=0 sexp=171.255.114.12 texp=103.249.22.110 friendDegree=0
2023-10-30 03:11:08: [TRADE] server=1 source=10572_caytdc1 srcPlayer=205065 target=5133_aaaaa5 dstPlayer=203065 in= out=-100:20000 map=23 sviplevel=0 tviplevel=0 sexp=171.255.114.12 texp=103.249.22.116 friendDegree=0
2023-10-30 03:22:21: [TRADE] server=1 source=10572_caytdc1 srcPlayer=205065 target=3416_aaaaa4 dstPlayer=202669 in= out=-100:60000 map=23 sviplevel=0 tviplevel=0 sexp=171.255.114.12 texp=103.249.22.96 friendDegree=0
2023-10-30 09:33:00: [TRADE] server=1 source=1257_phonghd25 srcPlayer=203327 target=792_trungkien dstPlayer=200024 in=189:1,188:2 out=124:12 map=23 sviplevel=0 tviplevel=0 sexp=113.23.28.54 texp=14.230.248.92 friendDegree=0
2023-10-30 09:34:57: [TRADE] server=1 source=792_trungkien srcPlayer=200024 target=1354_khatmau dstPlayer=200519 in= out=189:1 map=23 sviplevel=0 tviplevel=0 sexp=14.230.248.92 texp=42.116.181.79 friendDegree=0
2023-10-30 10:21:35: [TRADE] server=1 source=923_kiemthe4 srcPlayer=206755 target=1427_Caychay68 dstPlayer=200255 in=10947:3 out= map=108 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 10:26:47: [TRADE] server=1 source=923_kiemthe4 srcPlayer=206755 target=1427_Caychay68 dstPlayer=200255 in= out=10947:1,10167:2 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 10:27:45: [TRADE] server=1 source=1427_Caychay68 srcPlayer=200255 target=923_kiemthe4 dstPlayer=206755 in= out=10167:2,10947:1 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 10:29:31: [TRADE] server=1 source=1427_Caychay68 srcPlayer=200255 target=923_kiemthe4 dstPlayer=206755 in=10947:1,10167:2 out= map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 10:33:40: [TRADE] server=1 source=923_kiemthe4 srcPlayer=206758 target=1427_Caychay68 dstPlayer=200255 in=10167:2 out= map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 10:36:10: [TRADE] server=1 source=923_kiemthe4 srcPlayer=206758 target=1427_Caychay68 dstPlayer=200255 in= out=10167:2,-100:1200 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 10:38:16: [TRADE] server=1 source=1427_Caychay68 srcPlayer=200255 target=923_kiemthe4 dstPlayer=206759 in= out=10167:2 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 10:42:13: [TRADE] server=1 source=923_kiemthe4 srcPlayer=206759 target=1427_Caychay68 dstPlayer=200255 in= out=10167:2,-100:1200 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 10:44:38: [TRADE] server=1 source=1427_Caychay68 srcPlayer=200255 target=923_kiemthe4 dstPlayer=206760 in= out=10167:2 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 10:46:44: [TRADE] server=1 source=923_kiemthe4 srcPlayer=206760 target=1427_Caychay68 dstPlayer=200255 in= out=10347:1,10167:1 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 10:48:56: [TRADE] server=1 source=924_kiemthe5 srcPlayer=206761 target=1427_Caychay68 dstPlayer=200255 in=10167:1,10947:1 out= map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 10:50:44: [TRADE] server=1 source=924_kiemthe5 srcPlayer=206761 target=1427_Caychay68 dstPlayer=200255 in= out=10347:1,10167:1,-100:1200 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 10:54:35: [TRADE] server=1 source=1251_lubu06 srcPlayer=200041 target=1248_lubu07 dstPlayer=200004 in= out=-100:50000 map=25 sviplevel=0 tviplevel=0 sexp=171.240.91.26 texp=104.28.222.75 friendDegree=0
2023-10-30 10:56:39: [TRADE] server=1 source=1248_lubu07 srcPlayer=200004 target=1251_lubu06 dstPlayer=200041 in= out=307:1,327:1 map=25 sviplevel=0 tviplevel=0 sexp=104.28.222.75 texp=171.240.91.26 friendDegree=0
2023-10-30 11:51:48: [TRADE] server=1 source=1427_Caychay68 srcPlayer=200255 target=924_kiemthe5 dstPlayer=206763 in= out=10167:1,-100:27000 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 11:52:09: [TRADE] server=1 source=1116_chienbrvt srcPlayer=200665 target=388_Quocanh37h dstPlayer=201303 in=247:48 out=343:2,489:24 map=23 sviplevel=0 tviplevel=0 sexp=14.191.65.192 texp=14.191.65.192 friendDegree=0
2023-10-30 11:53:17: [TRADE] server=1 source=924_kiemthe5 srcPlayer=206763 target=1427_Caychay68 dstPlayer=200255 in= out=10167:2 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 11:54:11: [TRADE] server=1 source=151_anhken110 srcPlayer=200195 target=10938_anhken92 dstPlayer=206228 in= out=-100:200000 map=5 sviplevel=0 tviplevel=0 sexp=14.235.149.204 texp=14.235.149.204 friendDegree=0
2023-10-30 11:55:57: [TRADE] server=1 source=1427_Caychay68 srcPlayer=200255 target=924_kiemthe5 dstPlayer=206764 in= out=-100:52000 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 11:56:22: [TRADE] server=1 source=1427_Caychay68 srcPlayer=200255 target=924_kiemthe5 dstPlayer=206764 in= out=-100:2000 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 11:56:59: [TRADE] server=1 source=1427_Caychay68 srcPlayer=200255 target=924_kiemthe5 dstPlayer=206764 in= out=-100:500 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 11:58:21: [TRADE] server=1 source=924_kiemthe5 srcPlayer=206764 target=1427_Caychay68 dstPlayer=200255 in= out=10707:1,10347:1 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 12:01:31: [TRADE] server=1 source=1427_Caychay68 srcPlayer=200255 target=924_kiemthe5 dstPlayer=206765 in= out=-100:55000 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 12:02:59: [TRADE] server=1 source=924_kiemthe5 srcPlayer=206765 target=1427_Caychay68 dstPlayer=200255 in= out=10167:2 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 12:05:56: [TRADE] server=1 source=1427_Caychay68 srcPlayer=200255 target=927_kiemthe6 dstPlayer=206766 in= out=10167:2 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 12:07:25: [TRADE] server=1 source=927_kiemthe6 srcPlayer=206766 target=1427_Caychay68 dstPlayer=200255 in= out=10167:2 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 12:13:08: [TRADE] server=1 source=10941_nguyenthinhb srcPlayer=206230 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:10 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 12:13:22: [TRADE] server=1 source=10941_nguyenthinhb srcPlayer=206230 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:8,387:2 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 12:13:33: [TRADE] server=1 source=10941_nguyenthinhb srcPlayer=206230 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:10 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 12:13:46: [TRADE] server=1 source=10941_nguyenthinhb srcPlayer=206230 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:10 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 12:13:46: [TRADE] server=1 source=1427_Caychay68 srcPlayer=200255 target=927_kiemthe6 dstPlayer=206767 in= out=10167:2 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 12:13:59: [TRADE] server=1 source=10941_nguyenthinhb srcPlayer=206230 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:10 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 12:14:14: [TRADE] server=1 source=10941_nguyenthinhb srcPlayer=206230 target=10953_nguyenthinhx dstPlayer=206399 in= out=387:1,185:9 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 12:14:29: [TRADE] server=1 source=10941_nguyenthinhb srcPlayer=206230 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:7 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 12:15:27: [TRADE] server=1 source=10941_nguyenthinhb srcPlayer=206230 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:10 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 12:15:36: [TRADE] server=1 source=927_kiemthe6 srcPlayer=206767 target=1427_Caychay68 dstPlayer=200255 in= out=10167:1,10347:1 map=5 sviplevel=0 tviplevel=0 sexp=27.66.51.74 texp=27.66.51.74 friendDegree=0
2023-10-30 12:17:25: [TRADE] server=1 source=10942_nguyenthinhc srcPlayer=206231 target=10953_nguyenthinhx dstPlayer=206399 in= out=387:2,185:8 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 12:17:36: [TRADE] server=1 source=10942_nguyenthinhc srcPlayer=206231 target=10953_nguyenthinhx dstPlayer=206399 in= out=387:1,185:9 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 12:17:49: [TRADE] server=1 source=10942_nguyenthinhc srcPlayer=206231 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:10 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 12:18:02: [TRADE] server=1 source=10942_nguyenthinhc srcPlayer=206231 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:10 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 12:18:15: [TRADE] server=1 source=10942_nguyenthinhc srcPlayer=206231 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:10 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 12:19:18: [TRADE] server=1 source=10942_nguyenthinhc srcPlayer=206231 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:8,186:2 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 12:19:29: [TRADE] server=1 source=10942_nguyenthinhc srcPlayer=206231 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:10 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 12:19:42: [TRADE] server=1 source=10942_nguyenthinhc srcPlayer=206231 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:8,186:1,387:1 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 12:31:03: [TRADE] server=1 source=10943_nguyenthinhd srcPlayer=206232 target=10953_nguyenthinhx dstPlayer=206399 in= out=387:7,185:3 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 12:31:15: [TRADE] server=1 source=10943_nguyenthinhd srcPlayer=206232 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:10 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 12:31:34: [TRADE] server=1 source=10943_nguyenthinhd srcPlayer=206232 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:7,387:3 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 12:43:51: [TRADE] server=1 source=10954_cpdl6894 srcPlayer=206744 target=860_cpdl0608 dstPlayer=200172 in= out=650:1,185:2,2406:2,2400:1,186:1,651:1,387:3 map=341 sviplevel=0 tviplevel=0 sexp=1.52.235.131 texp=125.235.209.173 friendDegree=0
2023-10-30 14:06:41: [TRADE] server=1 source=10941_nguyenthinhb srcPlayer=206230 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:10 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 14:06:53: [TRADE] server=1 source=10941_nguyenthinhb srcPlayer=206230 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:10 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 14:07:05: [TRADE] server=1 source=10941_nguyenthinhb srcPlayer=206230 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:10 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 14:07:18: [TRADE] server=1 source=10941_nguyenthinhb srcPlayer=206230 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:10 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 14:07:34: [TRADE] server=1 source=10953_nguyenthinhx srcPlayer=206399 target=10941_nguyenthinhb dstPlayer=206230 in=185:10 out= map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 14:08:00: [TRADE] server=1 source=10941_nguyenthinhb srcPlayer=206230 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:5,186:1 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 14:09:08: [TRADE] server=1 source=10941_nguyenthinhb srcPlayer=206230 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:9,387:1 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 14:09:19: [TRADE] server=1 source=10941_nguyenthinhb srcPlayer=206230 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:4 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 14:12:58: [TRADE] server=1 source=10942_nguyenthinhc srcPlayer=206231 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:10 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 14:13:10: [TRADE] server=1 source=10942_nguyenthinhc srcPlayer=206231 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:10 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
2023-10-30 14:13:28: [TRADE] server=1 source=10942_nguyenthinhc srcPlayer=206231 target=10953_nguyenthinhx dstPlayer=206399 in= out=185:10 map=3 sviplevel=0 tviplevel=0 sexp=14.191.34.161 texp=14.191.34.161 friendDegree=0
